epoch,step,train_loss
12,49,2.625249147415161
24,99,2.6780245304107666
37,149,2.6356279850006104
49,199,2.639638662338257
62,249,2.6559557914733887
74,299,2.62178373336792
87,349,2.659992218017578
99,399,2.659142017364502
112,449,2.6433568000793457
124,499,2.6396305561065674
137,549,2.627980947494507
149,599,2.6458046436309814
162,649,2.6700379848480225
174,699,2.655172109603882
187,749,2.618263006210327
199,799,2.636413335800171
